                                                                                                    
{'loss': 4.8249, 'grad_norm': 121.13385449631014, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.8371, 'grad_norm': 27.864233707868966, 'learning_rate': 8.956394873519903e-06, 'epoch': 0.29}
{'loss': 1.6997, 'grad_norm': 24.14724771103937, 'learning_rate': 8.940751414852904e-06, 'epoch': 0.29}
{'loss': 1.6923, 'grad_norm': 23.76388802780419, 'learning_rate': 8.92500545794314e-06, 'epoch': 0.29}
{'loss': 1.8879, 'grad_norm': 16.36839819566419, 'learning_rate': 8.90915741234015e-06, 'epoch': 0.29}
{'loss': 1.1689, 'grad_norm': 27.952855187380475, 'learning_rate': 8.893207690248776e-06, 'epoch': 0.3}
{'loss': 1.1942, 'grad_norm': 22.907145837599412, 'learning_rate': 8.877156706518453e-06, 'epoch': 0.3}
{'loss': 0.837, 'grad_norm': 18.83078150986023, 'learning_rate': 8.861004878632409e-06, 'epoch': 0.3}
{'loss': 1.5503, 'grad_norm': 28.353929865874967, 'learning_rate': 8.84475262669681e-06, 'epoch': 0.3}
{'loss': 1.2942, 'grad_norm': 23.272902788031086, 'learning_rate': 8.82840037342984e-06, 'epoch': 0.3}
{'loss': 1.2638, 'grad_norm': 29.711781352284174, 'learning_rate': 8.811948544150693e-06, 'epoch': 0.3}
{'loss': 1.1455, 'grad_norm': 17.862310931024567, 'learning_rate': 8.795397566768518e-06, 'epoch': 0.31}
{'loss': 1.5546, 'grad_norm': 20.19395660443704, 'learning_rate': 8.778747871771293e-06, 'epoch': 0.31}
{'loss': 1.2123, 'grad_norm': 20.608559302725293, 'learning_rate': 8.761999892214619e-06, 'epoch': 0.31}
{'loss': 1.5536, 'grad_norm': 18.420486712547206, 'learning_rate': 8.745154063710464e-06, 'epoch': 0.31}
{'loss': 0.9658, 'grad_norm': 17.457932873681365, 'learning_rate': 8.728210824415829e-06, 'epoch': 0.31}
{'loss': 1.4344, 'grad_norm': 21.963034655148505, 'learning_rate': 8.71117061502135e-06, 'epoch': 0.31}
{'loss': 0.5663, 'grad_norm': 15.040294884514756, 'learning_rate': 8.694033878739842e-06, 'epoch': 0.31}
{'loss': 0.5138, 'grad_norm': 15.550776664395745, 'learning_rate': 8.676801061294764e-06, 'epoch': 0.32}
{'loss': 2.2152, 'grad_norm': 27.46895777730648, 'learning_rate': 8.659472610908628e-06, 'epoch': 0.32}
{'loss': 0.5931, 'grad_norm': 19.113450741489324, 'learning_rate': 8.642048978291347e-06, 'epoch': 0.32}
{'loss': 1.0487, 'grad_norm': 14.371520119365876, 'learning_rate': 8.624530616628502e-06, 'epoch': 0.32}
{'loss': 1.3237, 'grad_norm': 20.636088858183584, 'learning_rate': 8.60691798156956e-06, 'epoch': 0.32}
{'loss': 1.2598, 'grad_norm': 24.728743205192284, 'learning_rate': 8.589211531216026e-06, 'epoch': 0.32}
{'loss': 0.6793, 'grad_norm': 16.952662591015706, 'learning_rate': 8.571411726109518e-06, 'epoch': 0.32}
{'loss': 0.9883, 'grad_norm': 18.21105580901994, 'learning_rate': 8.553519029219803e-06, 'epoch': 0.33}
{'loss': 1.3485, 'grad_norm': 21.40042820803466, 'learning_rate': 8.535533905932739e-06, 'epoch': 0.33}
{'loss': 1.6957, 'grad_norm': 24.762074189498538, 'learning_rate': 8.517456824038179e-06, 'epoch': 0.33}
{'loss': 2.5403, 'grad_norm': 30.10202846654204, 'learning_rate': 8.49928825371781e-06, 'epoch': 0.33}
{'loss': 0.8605, 'grad_norm': 16.620911570195684, 'learning_rate': 8.481028667532907e-06, 'epoch': 0.33}
{'loss': 1.464, 'grad_norm': 19.649161809987266, 'learning_rate': 8.46267854041206e-06, 'epoch': 0.33}
{'loss': 0.9964, 'grad_norm': 20.150207555045903, 'learning_rate': 8.444238349638804e-06, 'epoch': 0.33}
{'loss': 1.1558, 'grad_norm': 15.146949812350597, 'learning_rate': 8.425708574839221e-06, 'epoch': 0.34}
{'loss': 2.0222, 'grad_norm': 25.38053551810364, 'learning_rate': 8.407089697969458e-06, 'epoch': 0.34}
{'loss': 1.0249, 'grad_norm': 19.891714262607614, 'learning_rate': 8.388382203303181e-06, 'epoch': 0.34}
{'loss': 1.2701, 'grad_norm': 21.156428532434752, 'learning_rate': 8.369586577419e-06, 'epoch': 0.34}
{'loss': 0.7755, 'grad_norm': 19.644409894428115, 'learning_rate': 8.3507033091878e-06, 'epoch': 0.34}
{'loss': 0.8295, 'grad_norm': 14.091848446915794, 'learning_rate': 8.331732889760021e-06, 'epoch': 0.34}
{'loss': 0.8751, 'grad_norm': 21.35041984955075, 'learning_rate': 8.312675812552898e-06, 'epoch': 0.34}
{'loss': 0.9322, 'grad_norm': 16.018671583203126, 'learning_rate': 8.293532573237616e-06, 'epoch': 0.35}
{'loss': 0.6659, 'grad_norm': 17.862800072037363, 'learning_rate': 8.274303669726427e-06, 'epoch': 0.35}
{'loss': 1.3132, 'grad_norm': 19.905576731430543, 'learning_rate': 8.25498960215968e-06, 'epoch': 0.35}
{'loss': 1.6165, 'grad_norm': 19.346045775802235, 'learning_rate': 8.235590872892837e-06, 'epoch': 0.35}
{'loss': 0.34, 'grad_norm': 13.679118161410653, 'learning_rate': 8.216107986483395e-06, 'epoch': 0.35}
{'loss': 0.5468, 'grad_norm': 14.069610166358396, 'learning_rate': 8.196541449677758e-06, 'epoch': 0.35}
{'loss': 1.1219, 'grad_norm': 20.957940397088695, 'learning_rate': 8.176891771398069e-06, 'epoch': 0.35}
{'loss': 1.1884, 'grad_norm': 16.531151807249067, 'learning_rate': 8.157159462728956e-06, 'epoch': 0.36}
{'loss': 1.7603, 'grad_norm': 24.410479307888902, 'learning_rate': 8.13734503690426e-06, 'epoch': 0.36}
{'loss': 1.298, 'grad_norm': 22.334540006013935, 'learning_rate': 8.117449009293668e-06, 'epoch': 0.36}
{'loss': 0.4978, 'grad_norm': 19.632792836421647, 'learning_rate': 8.097471897389316e-06, 'epoch': 0.36}
{'loss': 1.1705, 'grad_norm': 18.71904600570488, 'learning_rate': 8.077414220792328e-06, 'epoch': 0.36}
{'loss': 1.5108, 'grad_norm': 18.606243283932585, 'learning_rate': 8.057276501199301e-06, 'epoch': 0.36}
{'loss': 1.1714, 'grad_norm': 16.618491203094067, 'learning_rate': 8.03705926238874e-06, 'epoch': 0.36}
{'loss': 1.5694, 'grad_norm': 18.05690405964982, 'learning_rate': 8.016763030207422e-06, 'epoch': 0.37}
{'loss': 1.4344, 'grad_norm': 23.845684988195345, 'learning_rate': 7.996388332556735e-06, 'epoch': 0.37}
{'loss': 1.5383, 'grad_norm': 25.65029944248688, 'learning_rate': 7.97593569937894e-06, 'epoch': 0.37}
{'loss': 1.7407, 'grad_norm': 23.494550014493036, 'learning_rate': 7.955405662643384e-06, 'epoch': 0.37}
{'loss': 1.0405, 'grad_norm': 18.841881752994922, 'learning_rate': 7.934798756332666e-06, 'epoch': 0.37}
{'loss': 1.7521, 'grad_norm': 22.90693423861749, 'learning_rate': 7.914115516428751e-06, 'epoch': 0.37}
{'loss': 0.496, 'grad_norm': 14.190130064506697, 'learning_rate': 7.89335648089903e-06, 'epoch': 0.38}
{'loss': 1.3218, 'grad_norm': 19.744997591553446, 'learning_rate': 7.872522189682318e-06, 'epoch': 0.38}
{'loss': 0.9404, 'grad_norm': 18.102702222943083, 'learning_rate': 7.851613184674821e-06, 'epoch': 0.38}
{'loss': 1.4406, 'grad_norm': 19.901941306256962, 'learning_rate': 7.830630009716038e-06, 'epoch': 0.38}
{'loss': 0.9572, 'grad_norm': 17.270084490928717, 'learning_rate': 7.809573210574615e-06, 'epoch': 0.38}
{'loss': 0.3978, 'grad_norm': 12.975063593778057, 'learning_rate': 7.788443334934148e-06, 'epoch': 0.38}
{'loss': 0.8385, 'grad_norm': 14.829103850826073, 'learning_rate': 7.76724093237894e-06, 'epoch': 0.38}
{'loss': 1.4582, 'grad_norm': 23.09158271022159, 'learning_rate': 7.745966554379708e-06, 'epoch': 0.39}
{'loss': 1.1089, 'grad_norm': 26.205316906878735, 'learning_rate': 7.72462075427924e-06, 'epoch': 0.39}
{'loss': 1.6134, 'grad_norm': 21.001881199156752, 'learning_rate': 7.703204087277989e-06, 'epoch': 0.39}
{'loss': 0.4401, 'grad_norm': 15.413296206183226, 'learning_rate': 7.681717110419657e-06, 'epoch': 0.39}
{'loss': 0.9331, 'grad_norm': 16.81176406720174, 'learning_rate': 7.660160382576683e-06, 'epoch': 0.39}
{'loss': 0.8877, 'grad_norm': 20.023361522653982, 'learning_rate': 7.638534464435725e-06, 'epoch': 0.39}
{'loss': 0.9529, 'grad_norm': 17.737535778809445, 'learning_rate': 7.616839918483061e-06, 'epoch': 0.39}
{'loss': 1.116, 'grad_norm': 17.559511883524664, 'learning_rate': 7.5950773089899695e-06, 'epoch': 0.4}
{'loss': 1.0137, 'grad_norm': 20.297530001426047, 'learning_rate': 7.573247201998051e-06, 'epoch': 0.4}
{'loss': 0.9353, 'grad_norm': 14.457892344713173, 'learning_rate': 7.5513501653045e-06, 'epoch': 0.4}
{'loss': 0.9295, 'grad_norm': 14.83178426205685, 'learning_rate': 7.529386768447342e-06, 'epoch': 0.4}
{'loss': 0.4077, 'grad_norm': 14.771296749971578, 'learning_rate': 7.507357582690622e-06, 'epoch': 0.4}
{'loss': 1.1381, 'grad_norm': 17.822184487431304, 'learning_rate': 7.485263181009539e-06, 'epoch': 0.4}
{'loss': 1.0572, 'grad_norm': 15.626487241591951, 'learning_rate': 7.463104138075548e-06, 'epoch': 0.4}
{'loss': 1.416, 'grad_norm': 20.510275407930223, 'learning_rate': 7.440881030241407e-06, 'epoch': 0.41}
{'loss': 0.419, 'grad_norm': 12.911924651154896, 'learning_rate': 7.4185944355261996e-06, 'epoch': 0.41}
{'loss': 1.7436, 'grad_norm': 25.008402822538038, 'learning_rate': 7.396244933600285e-06, 'epoch': 0.41}
{'loss': 0.7945, 'grad_norm': 21.735452124717284, 'learning_rate': 7.37383310577023e-06, 'epoch': 0.41}
{'loss': 1.4594, 'grad_norm': 22.017313710946617, 'learning_rate': 7.351359534963684e-06, 'epoch': 0.41}
{'loss': 1.367, 'grad_norm': 21.78957634566328, 'learning_rate': 7.328824805714228e-06, 'epoch': 0.41}
{'loss': 1.2536, 'grad_norm': 17.569863085377314, 'learning_rate': 7.306229504146154e-06, 'epoch': 0.41}
{'loss': 0.9173, 'grad_norm': 17.84505132163913, 'learning_rate': 7.283574217959234e-06, 'epoch': 0.42}
{'loss': 1.0102, 'grad_norm': 15.792281398289923, 'learning_rate': 7.260859536413429e-06, 'epoch': 0.42}
{'loss': 0.9883, 'grad_norm': 18.33958436850826, 'learning_rate': 7.238086050313563e-06, 'epoch': 0.42}
{'loss': 1.687, 'grad_norm': 28.365875583137864, 'learning_rate': 7.215254351993957e-06, 'epoch': 0.42}
{'loss': 1.0559, 'grad_norm': 24.92313565159841, 'learning_rate': 7.192365035303014e-06, 'epoch': 0.42}
{'loss': 1.5255, 'grad_norm': 21.138781641146114, 'learning_rate': 7.169418695587791e-06, 'epoch': 0.42}
{'loss': 0.7932, 'grad_norm': 19.78791525559841, 'learning_rate': 7.146415929678498e-06, 'epoch': 0.42}
{'loss': 1.0395, 'grad_norm': 16.813799758107116, 'learning_rate': 7.123357335872982e-06, 'epoch': 0.43}
{'loss': 0.7329, 'grad_norm': 15.00914563812138, 'learning_rate': 7.100243513921162e-06, 'epoch': 0.43}
{'loss': 0.9963, 'grad_norm': 16.965762484622413, 'learning_rate': 7.0770750650094335e-06, 'epoch': 0.43}
{'loss': 1.1862, 'grad_norm': 17.61947612115901, 'learning_rate': 7.053852591745025e-06, 'epoch': 0.43}
{'loss': 0.2971, 'grad_norm': 9.244576210212045, 'learning_rate': 7.0305766981403365e-06, 'epoch': 0.43}
{'loss': 0.7481, 'grad_norm': 17.70869025710713, 'learning_rate': 7.007247989597213e-06, 'epoch': 0.43}
{'loss': 1.6135, 'grad_norm': 21.0862298670073, 'learning_rate': 6.983867072891213e-06, 'epoch': 0.44}
{'loss': 1.1572, 'grad_norm': 19.902515802417515, 'learning_rate': 6.9604345561558175e-06, 'epoch': 0.44}
{'loss': 0.8659, 'grad_norm': 26.65116907291325, 'learning_rate': 6.936951048866616e-06, 'epoch': 0.44}
{'loss': 0.3869, 'grad_norm': 11.341782650775148, 'learning_rate': 6.913417161825449e-06, 'epoch': 0.44}
{'loss': 1.1999, 'grad_norm': 18.864256140554954, 'learning_rate': 6.889833507144534e-06, 'epoch': 0.44}
{'loss': 1.348, 'grad_norm': 19.271037171356276, 'learning_rate': 6.866200698230527e-06, 'epoch': 0.44}
{'loss': 1.4551, 'grad_norm': 23.496143759764234, 'learning_rate': 6.842519349768582e-06, 'epoch': 0.44}
{'loss': 1.0627, 'grad_norm': 19.099723328743252, 'learning_rate': 6.818790077706358e-06, 'epoch': 0.45}
{'loss': 1.0892, 'grad_norm': 18.00764312739094, 'learning_rate': 6.7950134992379935e-06, 'epoch': 0.45}
{'loss': 1.1347, 'grad_norm': 20.59312614770118, 'learning_rate': 6.7711902327880665e-06, 'epoch': 0.45}
{'loss': 1.9665, 'grad_norm': 19.30054180095403, 'learning_rate': 6.747320897995493e-06, 'epoch': 0.45}
{'loss': 1.3341, 'grad_norm': 22.08145567353581, 'learning_rate': 6.723406115697422e-06, 'epoch': 0.45}
{'loss': 1.4455, 'grad_norm': 18.49025667338408, 'learning_rate': 6.699446507913083e-06, 'epoch': 0.45}
{'loss': 1.7187, 'grad_norm': 23.486187839117175, 'learning_rate': 6.6754426978276146e-06, 'epoch': 0.45}
{'loss': 1.5154, 'grad_norm': 19.157272517096754, 'learning_rate': 6.651395309775837e-06, 'epoch': 0.46}
{'loss': 0.3249, 'grad_norm': 12.984798469824002, 'learning_rate': 6.627304969226034e-06, 'epoch': 0.46}
{'loss': 0.9974, 'grad_norm': 22.721626222226995, 'learning_rate': 6.6031723027636775e-06, 'epoch': 0.46}
{'loss': 2.3309, 'grad_norm': 25.957402304464782, 'learning_rate': 6.578997938075126e-06, 'epoch': 0.46}
{'loss': 1.2202, 'grad_norm': 19.691619480475488, 'learning_rate': 6.554782503931298e-06, 'epoch': 0.46}
{'loss': 1.2716, 'grad_norm': 16.2308821396625, 'learning_rate': 6.5305266301713275e-06, 'epoch': 0.46}
{'loss': 1.2945, 'grad_norm': 22.230820455577938, 'learning_rate': 6.5062309476861714e-06, 'epoch': 0.46}
{'loss': 1.4281, 'grad_norm': 16.637460029064886, 'learning_rate': 6.4818960884022084e-06, 'epoch': 0.47}
{'loss': 0.4048, 'grad_norm': 11.238616210257042, 'learning_rate': 6.457522685264793e-06, 'epoch': 0.47}
{'loss': 1.0551, 'grad_norm': 18.155964452827565, 'learning_rate': 6.433111372221805e-06, 'epoch': 0.47}
{'loss': 1.4445, 'grad_norm': 20.26769992907612, 'learning_rate': 6.408662784207149e-06, 'epoch': 0.47}
{'loss': 0.673, 'grad_norm': 17.378237150121574, 'learning_rate': 6.384177557124247e-06, 'epoch': 0.47}
{'loss': 1.4898, 'grad_norm': 32.636482265011395, 'learning_rate': 6.359656327829498e-06, 'epoch': 0.47}
{'loss': 0.7193, 'grad_norm': 18.44614154613564, 'learning_rate': 6.335099734115709e-06, 'epoch': 0.47}
{'loss': 1.2595, 'grad_norm': 20.73013400154072, 'learning_rate': 6.310508414695511e-06, 'epoch': 0.48}
{'loss': 0.7146, 'grad_norm': 15.031411968146573, 'learning_rate': 6.285883009184745e-06, 'epoch': 0.48}
{'loss': 1.397, 'grad_norm': 18.393124820876977, 'learning_rate': 6.261224158085826e-06, 'epoch': 0.48}
{'loss': 0.921, 'grad_norm': 17.412040517885718, 'learning_rate': 6.236532502771078e-06, 'epoch': 0.48}
{'loss': 0.4148, 'grad_norm': 12.94883780919988, 'learning_rate': 6.211808685466063e-06, 'epoch': 0.48}
{'loss': 1.4598, 'grad_norm': 20.62203491576625, 'learning_rate': 6.187053349232865e-06, 'epoch': 0.48}
{'loss': 1.1239, 'grad_norm': 20.71212906723983, 'learning_rate': 6.162267137953374e-06, 'epoch': 0.48}
{'loss': 1.1183, 'grad_norm': 22.827195369585695, 'learning_rate': 6.137450696312534e-06, 'epoch': 0.49}
{'loss': 1.005, 'grad_norm': 18.179869270597123, 'learning_rate': 6.112604669781572e-06, 'epoch': 0.49}
{'loss': 1.76, 'grad_norm': 26.995457612207204, 'learning_rate': 6.0877297046012176e-06, 'epoch': 0.49}
{'loss': 1.3181, 'grad_norm': 22.645062709061104, 'learning_rate': 6.062826447764883e-06, 'epoch': 0.49}
{'loss': 1.9215, 'grad_norm': 28.23536551138337, 'learning_rate': 6.037895547001851e-06, 'epoch': 0.49}
{'loss': 1.2284, 'grad_norm': 18.042670994650933, 'learning_rate': 6.012937650760406e-06, 'epoch': 0.49}
{'loss': 0.7353, 'grad_norm': 17.032444308662324, 'learning_rate': 5.987953408190989e-06, 'epoch': 0.49}
{'loss': 0.8521, 'grad_norm': 15.394406215537531, 'learning_rate': 5.962943469129303e-06, 'epoch': 0.5}
{'loss': 0.8733, 'grad_norm': 19.075457220820002, 'learning_rate': 5.937908484079408e-06, 'epoch': 0.5}
{'loss': 2.3868, 'grad_norm': 21.17227123239434, 'learning_rate': 5.91284910419681e-06, 'epoch': 0.5}
{'loss': 1.4684, 'grad_norm': 27.052397991692825, 'learning_rate': 5.887765981271518e-06, 'epoch': 0.5}
{'loss': 0.3566, 'grad_norm': 11.535561134220503, 'learning_rate': 5.862659767711094e-06, 'epoch': 0.5}
{'loss': 1.2172, 'grad_norm': 22.911783459414252, 'learning_rate': 5.837531116523683e-06, 'epoch': 0.5}
{'loss': 1.033, 'grad_norm': 25.891021124975236, 'learning_rate': 5.812380681301031e-06, 'epoch': 0.51}
{'loss': 2.1205, 'grad_norm': 28.057349380616333, 'learning_rate': 5.787209116201478e-06, 'epoch': 0.51}
{'loss': 1.5967, 'grad_norm': 20.822660477990155, 'learning_rate': 5.762017075932952e-06, 'epoch': 0.51}
{'loss': 0.8282, 'grad_norm': 18.191459907513963, 'learning_rate': 5.736805215735937e-06, 'epoch': 0.51}
{'loss': 1.8741, 'grad_norm': 23.46232272909893, 'learning_rate': 5.711574191366427e-06, 'epoch': 0.51}
[INFO|configuration_utils.py:491] 2025-12-19 01:53:33,230 >> Configuration saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/config.json
[INFO|configuration_utils.py:757] 2025-12-19 01:53:33,231 >> Configuration saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/generation_config.json
[INFO|modeling_utils.py:4181] 2025-12-19 01:53:36,103 >> Model weights saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/model.safetensors
[INFO|tokenization_utils_base.py:2421] 2025-12-19 01:53:36,105 >> chat template saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/chat_template.jinja
[INFO|tokenization_utils_base.py:2590] 2025-12-19 01:53:36,106 >> tokenizer config file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/tokenizer_config.json
[INFO|tokenization_utils_base.py:2599] 2025-12-19 01:53:36,106 >> Special tokens file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/special_tokens_map.json
/home/seohyun/.conda/envs/llama_factory/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
[2025-12-19 01:53:36,237] [INFO] [logging.py:107:log_dist] [Rank 0] [Torch] Checkpoint global_step350 is about to be saved!
[2025-12-19 01:53:36,317] [INFO] [logging.py:107:log_dist] [Rank 0] Saving model checkpoint: /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/global_step350/zero_pp_rank_0_mp_rank_00_model_states.pt
[2025-12-19 01:53:36,318] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/global_step350/zero_pp_rank_0_mp_rank_00_model_states.pt...
[2025-12-19 01:53:36,639] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/global_step350/zero_pp_rank_0_mp_rank_00_model_states.pt.
[2025-12-19 01:53:36,661] [INFO] [torch_checkpoint_engine.py:21:save] [Torch] Saving /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/global_step350/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt...
[2025-12-19 01:53:44,313] [INFO] [torch_checkpoint_engine.py:23:save] [Torch] Saved /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/global_step350/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt.
[2025-12-19 01:53:44,314] [INFO] [engine.py:3701:_save_zero_checkpoint] zero checkpoint saved /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/global_step350/bf16_zero_pp_rank_0_mp_rank_00_optim_states.pt
[2025-12-19 01:53:46,513] [INFO] [torch_checkpoint_engine.py:33:commit] [Torch] Checkpoint global_step350 is ready now!
[INFO|image_processing_base.py:253] 2025-12-19 01:53:46,523 >> Image processor saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/preprocessor_config.json
[INFO|tokenization_utils_base.py:2421] 2025-12-19 01:53:46,532 >> chat template saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/chat_template.jinja
[INFO|tokenization_utils_base.py:2590] 2025-12-19 01:53:46,534 >> tokenizer config file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/tokenizer_config.json
[INFO|tokenization_utils_base.py:2599] 2025-12-19 01:53:46,541 >> Special tokens file saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/special_tokens_map.json
[INFO|video_processing_utils.py:600] 2025-12-19 01:53:46,742 >> Video processor saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/video_preprocessor_config.json
[INFO|processing_utils.py:814] 2025-12-19 01:53:46,754 >> chat template saved in /hub_data4/seohyun/saves/ecva_instruct/full/sft/checkpoint-350/chat_template.jinja
                                                                                                    
{'loss': 0.8433, 'grad_norm': 15.507899987014603, 'learning_rate': 5.686324659078875e-06, 'epoch': 0.51}
{'loss': 0.9809, 'grad_norm': 19.161463914527282, 'learning_rate': 5.66105727560912e-06, 'epoch': 0.51}
{'loss': 1.5984, 'grad_norm': 22.188512800744302, 'learning_rate': 5.63577269815731e-06, 'epoch': 0.52}
{'loss': 0.874, 'grad_norm': 14.158229030234056, 'learning_rate': 5.6104715843708e-06, 'epoch': 0.52}
{'loss': 0.3298, 'grad_norm': 11.082748396592768, 'learning_rate': 5.585154592327059e-06, 'epoch': 0.52}
{'loss': 1.4169, 'grad_norm': 21.72499733716384, 'learning_rate': 5.559822380516539e-06, 'epoch': 0.52}
{'loss': 0.6242, 'grad_norm': 16.58914469770399, 'learning_rate': 5.534475607825566e-06, 'epoch': 0.52}
{'loss': 1.3048, 'grad_norm': 24.24826177909512, 'learning_rate': 5.509114933519179e-06, 'epoch': 0.52}
{'loss': 1.3907, 'grad_norm': 21.607618782235427, 'learning_rate': 5.4837410172240035e-06, 'epoch': 0.52}
{'loss': 1.4189, 'grad_norm': 23.612300492926998, 'learning_rate': 5.458354518911086e-06, 'epoch': 0.53}
{'loss': 1.365, 'grad_norm': 18.532789330713154, 'learning_rate': 5.43295609887873e-06, 'epoch': 0.53}
{'loss': 0.9569, 'grad_norm': 17.04330998009103, 'learning_rate': 5.4075464177353165e-06, 'epoch': 0.53}
{'loss': 0.465, 'grad_norm': 16.04398253097706, 'learning_rate': 5.38212613638213e-06, 'epoch': 0.53}
{'loss': 1.4003, 'grad_norm': 22.758110435276027, 'learning_rate': 5.356695915996162e-06, 'epoch': 0.53}
{'loss': 0.8608, 'grad_norm': 12.455663351105814, 'learning_rate': 5.33125641801292e-06, 'epoch': 0.53}
{'loss': 0.3208, 'grad_norm': 11.611172439099677, 'learning_rate': 5.3058083041092145e-06, 'epoch': 0.53}
{'loss': 1.1469, 'grad_norm': 17.30886435818207, 'learning_rate': 5.2803522361859596e-06, 'epoch': 0.54}
{'loss': 1.3529, 'grad_norm': 16.853849930548762, 'learning_rate': 5.25488887635095e-06, 'epoch': 0.54}
{'loss': 1.3013, 'grad_norm': 15.149367835230201, 'learning_rate': 5.229418886901644e-06, 'epoch': 0.54}
{'loss': 1.0664, 'grad_norm': 17.592588951023153, 'learning_rate': 5.2039429303079294e-06, 'epoch': 0.54}
{'loss': 0.4951, 'grad_norm': 13.503818852223693, 'learning_rate': 5.178461669194903e-06, 'epoch': 0.54}
{'loss': 0.9795, 'grad_norm': 15.382902368153106, 'learning_rate': 5.152975766325631e-06, 'epoch': 0.54}
{'loss': 0.3795, 'grad_norm': 9.925193149352838, 'learning_rate': 5.127485884583911e-06, 'epoch': 0.54}
{'loss': 1.6336, 'grad_norm': 24.49931159283931, 'learning_rate': 5.101992686957028e-06, 'epoch': 0.55}
{'loss': 1.1742, 'grad_norm': 18.691403819471915, 'learning_rate': 5.076496836518513e-06, 'epoch': 0.55}
{'loss': 1.6585, 'grad_norm': 24.989720787766583, 'learning_rate': 5.050998996410899e-06, 'epoch': 0.55}
{'loss': 0.3608, 'grad_norm': 14.19634190211313, 'learning_rate': 5.025499829828467e-06, 'epoch': 0.55}
{'loss': 0.557, 'grad_norm': 13.978887724077273, 'learning_rate': 5e-06, 'epoch': 0.55}
{'loss': 0.8595, 'grad_norm': 16.66237964307792, 'learning_rate': 4.974500170171534e-06, 'epoch': 0.55}
{'loss': 1.1579, 'grad_norm': 26.931678104302428, 'learning_rate': 4.949001003589102e-06, 'epoch': 0.55}
{'loss': 0.9363, 'grad_norm': 14.585037456873046, 'learning_rate': 4.9235031634814875e-06, 'epoch': 0.56}
{'loss': 0.6095, 'grad_norm': 14.516779433060538, 'learning_rate': 4.898007313042975e-06, 'epoch': 0.56}
{'loss': 1.3366, 'grad_norm': 19.133617500684124, 'learning_rate': 4.872514115416091e-06, 'epoch': 0.56}
{'loss': 1.4854, 'grad_norm': 19.65883589085307, 'learning_rate': 4.84702423367437e-06, 'epoch': 0.56}
{'loss': 1.9655, 'grad_norm': 21.714853401334896, 'learning_rate': 4.821538330805098e-06, 'epoch': 0.56}
{'loss': 0.7274, 'grad_norm': 14.338275098569042, 'learning_rate': 4.796057069692073e-06, 'epoch': 0.56}
{'loss': 1.5616, 'grad_norm': 20.394663197814385, 'learning_rate': 4.770581113098358e-06, 'epoch': 0.56}
{'loss': 0.6334, 'grad_norm': 16.903831952608332, 'learning_rate': 4.74511112364905e-06, 'epoch': 0.57}
{'loss': 1.0091, 'grad_norm': 17.624494428095332, 'learning_rate': 4.719647763814041e-06, 'epoch': 0.57}
{'loss': 1.5443, 'grad_norm': 27.557542378266238, 'learning_rate': 4.694191695890788e-06, 'epoch': 0.57}
{'loss': 0.7996, 'grad_norm': 12.691150612945007, 'learning_rate': 4.6687435819870825e-06, 'epoch': 0.57}
{'loss': 1.2124, 'grad_norm': 22.64944448047408, 'learning_rate': 4.643304084003839e-06, 'epoch': 0.57}
{'loss': 0.7668, 'grad_norm': 17.761817686819317, 'learning_rate': 4.617873863617872e-06, 'epoch': 0.57}
{'loss': 1.9863, 'grad_norm': 29.595093716671983, 'learning_rate': 4.592453582264684e-06, 'epoch': 0.58}
{'loss': 0.6387, 'grad_norm': 16.63198805979444, 'learning_rate': 4.567043901121271e-06, 'epoch': 0.58}
{'loss': 1.7815, 'grad_norm': 23.023326458636713, 'learning_rate': 4.541645481088914e-06, 'epoch': 0.58}
